Year,POS,Player,Team,Gms,Rec,Yds,Avg,YPG,Lg,TD,FD,Tar,YAC
2016,WR,T.Y. Hilton,Ind,16,91,"1,448",15.91,90.5,63t,6,66,155,342
2016,WR,Julio Jones,Atl,14,83,"1,409",16.98,100.6,75t,6,64,129,396
2016,WR,Odell Beckham Jr.,NYG,16,101,"1,367",13.53,85.4,75t,10,65,169,534
2016,WR,Mike Evans,TB,16,96,"1,321",13.76,82.6,45t,12,81,173,179
2016,WR,Antonio Brown,Pit,15,106,"1,284",12.11,85.6,51,12,64,154,437
2016,WR,Jordy Nelson,GB,16,97,"1,257",12.96,78.6,60,14,62,152,361
2016,WR,Brandin Cooks,NO,16,78,"1,173",15.04,73.3,98t,8,45,117,384
2016,WR,Amari Cooper,Oak,16,83,"1,153",13.89,72.1,64t,5,47,132,436
2016,WR,Michael Thomas,NO,15,92,"1,137",12.36,75.8,46,9,62,121,483
2016,WR,Jarvis Landry,Mia,16,94,"1,136",12.09,71,71,4,52,131,616
2016,WR,Doug Baldwin,Sea,16,94,"1,128",12,70.5,59,7,52,125,472
2016,WR,Travis Kelce,KC,16,85,"1,125",13.24,70.3,80t,4,55,117,633
2016,WR,Julian Edelman,NE,16,98,"1,106",11.29,69.1,77t,3,55,159,494
2016,WR,Demaryius Thomas,Den,16,90,"1,083",12.03,67.7,55t,5,50,144,322
2016,WR,Golden Tate,Det,16,91,"1,077",11.84,67.3,67,4,46,135,619
2016,WR,Greg Olsen,Car,16,80,"1,073",13.41,67.1,78t,3,54,129,352
2016,WR,Tyrell Williams,SD,16,69,"1,059",15.35,66.2,51t,7,48,119,433
2016,WR,Pierre Garcon,Was,16,79,"1,041",13.18,65.1,70t,3,52,114,342
2016,WR,Emmanuel Sanders,Den,16,79,"1,032",13.06,64.5,64,5,50,137,252
2016,WR,Larry Fitzgerald,Ari,16,107,"1,023",9.56,63.9,32,6,59,150,358
2016,WR,Mike Wallace,Bal,16,72,"1,017",14.12,63.6,95t,4,43,116,427
2016,WR,Terrelle Pryor,Cle,16,77,"1,007",13.08,62.9,54,4,48,140,226
2016,WR,DeSean Jackson,Was,15,56,"1,005",17.95,67,80t,4,35,100,281
2016,WR,Michael Crabtree,Oak,16,89,"1,003",11.27,62.7,56,8,56,145,252
2016,WR,Kenny Britt,LA,15,68,"1,002",14.74,66.8,66,5,47,111,295
2016,WR,Davante Adams,GB,16,75,997,13.29,62.3,66t,12,45,121,386
2016,WR,Adam Thielen,Min,16,69,967,14.01,60.4,71t,5,44,92,299
2016,WR,A.J. Green,Cin,10,66,964,14.61,96.4,54t,4,41,100,258
2016,WR,DeAndre Hopkins,Hou,16,78,954,12.23,59.6,51,4,56,151,279
2016,WR,Rishard Matthews,Ten,16,65,945,14.54,59.1,60,9,43,108,203
2016,WR,Kelvin Benjamin,Car,16,63,941,14.94,58.8,50,7,50,118,238
2016,WR,Marvin Jones,Det,15,55,930,16.91,62,73t,4,41,103,237
2016,WR,Jimmy Graham,Sea,16,65,923,14.2,57.7,42,6,45,95,325
2016,WR,Stefon Diggs,Min,13,84,903,10.75,69.5,46,3,47,112,319
2016,WR,Willie Snead,NO,15,72,895,12.43,59.7,49,4,51,104,387
2016,WR,Cameron Meredith,Chi,14,66,888,13.45,63.4,50t,4,44,97,309
2016,WR,Allen Robinson,Jax,16,73,883,12.1,55.2,42,6,51,151,210
2016,WR,David Johnson,Ari,16,80,879,10.99,54.9,58,4,42,120,661
2016,WR,Brandon LaFell,Cin,16,64,862,13.47,53.9,86t,6,42,107,344
2016,WR,Quincy Enunwa,NYJ,16,58,857,14.78,53.6,69t,4,37,105,352
2016,WR,Marqise Lee,Jax,16,63,851,13.51,53.2,51,3,44,105,338
2016,WR,Jamison Crowder,Was,16,67,847,12.64,52.9,55t,7,34,99,377
2016,WR,Kyle Rudolph,Min,16,83,840,10.12,52.5,44,7,50,132,359
2016,WR,Cole Beasley,Dal,16,75,833,11.11,52.1,47,5,51,98,427
2016,WR,Alshon Jeffery,Chi,12,52,821,15.79,68.4,54,2,41,94,199
2016,WR,Zach Ertz,Phi,14,78,816,10.46,58.3,30,4,42,106,263
2016,WR,Dontrelle Inman,SD,16,58,810,13.97,50.6,57t,4,37,97,214
2016,WR,Jordan Matthews,Phi,14,73,804,11.01,57.4,54,3,38,117,243
2016,WR,Delanie Walker,Ten,15,65,800,12.31,53.3,47,7,35,102,271
2016,WR,Steve Smith,Bal,14,70,799,11.41,57.1,52t,5,39,101,281
2016,WR,Dez Bryant,Dal,13,50,796,15.92,61.2,56,8,38,96,140
2016,WR,Brandon Marshall,NYJ,15,59,788,13.36,52.5,41,3,44,128,176
2016,WR,Ted Ginn Jr.,Car,16,54,752,13.93,47,88t,4,27,95,182
2016,WR,DeVante Parker,Mia,15,56,744,13.29,49.6,56t,4,34,87,236
2016,WR,Dennis Pitta,Bal,16,86,729,8.48,45.6,30,2,37,121,295
2016,WR,Kenny Stills,Mia,16,42,726,17.29,45.4,74t,9,30,81,193
2016,WR,Eric Ebron,Det,13,61,711,11.66,54.7,61,1,37,85,283
2016,WR,Martellus Bennett,NE,16,55,701,12.75,43.8,58,7,31,73,416
2016,WR,Jordan Reed,Was,12,66,686,10.39,57.2,33,6,41,89,264
2016,WR,Sterling Shepard,NYG,16,65,683,10.51,42.7,32t,8,42,105,257
2016,WR,Chris Hogan,NE,15,38,680,17.89,45.3,79t,4,23,58,241
2016,WR,Travis Benjamin,SD,14,47,677,14.4,48.4,54,4,26,75,246
2016,WR,Jason Witten,Dal,16,69,673,9.75,42.1,35,3,33,95,273
2016,WR,Jeremy Kerley,SF,16,64,667,10.42,41.7,33t,3,33,115,207
2016,WR,Cameron Brate,TB,15,57,660,11.58,44,38,8,40,81,136
2016,WR,Mohamed Sanu,Atl,15,59,653,11.07,43.5,59,4,33,81,287
2016,WR,Will Fuller,Hou,14,47,635,13.51,45.4,53,2,31,92,238
2016,WR,Coby Fleener,NO,16,50,631,12.62,39.4,50t,3,28,81,212
2016,WR,Adam Humphries,TB,15,55,622,11.31,41.5,42t,2,27,83,382
2016,WR,Le'Veon Bell,Pit,12,75,616,8.21,51.3,32,2,31,94,665
2016,WR,Robert Woods,Buf,13,51,613,12.02,47.2,34,1,33,76,124
2016,WR,Gary Barnidge,Cle,16,55,612,11.13,38.2,43,2,34,82,240
2016,WR,Randall Cobb,GB,13,60,610,10.17,46.9,47,4,36,84,364
2016,WR,Tyler Boyd,Cin,16,54,603,11.17,37.7,30,1,33,81,201
2016,WR,Tyler Lockett,Sea,15,41,597,14.56,39.8,57t,1,22,66,216
2016,WR,Terrance Williams,Dal,16,44,594,13.5,37.1,47,4,34,61,165
2016,WR,Eli Rogers,Pit,13,48,594,12.38,45.7,39,3,24,66,204
2016,WR,Tyreek Hill,KC,16,61,593,9.72,37.1,49,6,31,83,268
2016,WR,Robby Anderson,NYJ,16,42,587,13.98,36.7,52,2,18,78,131
2016,WR,Victor Cruz,NYG,15,39,586,15.03,39.1,48,1,25,72,189
2016,WR,Jack Doyle,Ind,16,59,584,9.9,36.5,24,5,32,75,246
2016,WR,Anquan Boldin,Det,16,67,584,8.72,36.5,35t,8,41,95,231
2016,WR,Vernon Davis,Was,16,44,583,13.25,36.4,44,2,22,59,238
2016,WR,Taylor Gabriel,Atl,13,35,579,16.54,44.5,76t,6,21,50,284
2016,WR,J.J. Nelson,Ari,15,34,568,16.71,37.9,80t,6,26,74,174
2016,WR,Brian Quick,LA,16,41,564,13.76,35.2,65t,3,22,77,177
2016,WR,C.J. Fiedorowicz,Hou,15,54,559,10.35,37.3,26t,4,30,89,212
2016,WR,Charles Clay,Buf,15,57,552,9.68,36.8,40t,4,22,87,192
2016,WR,James White,NE,16,60,551,9.18,34.4,61,5,26,86,512
2016,WR,Antonio Gates,SD,14,53,548,10.34,39.1,27,7,34,93,188
2016,WR,Rob Gronkowski,NE,8,25,540,21.6,67.5,53t,3,19,38,227
2016,WR,Jeremy Maclin,KC,12,44,536,12.18,44.7,44,2,29,76,141
2016,WR,Chris Conley,KC,16,44,530,12.05,33.1,39,0,30,69,167
2016,WR,Phillip Dorsett,Ind,15,33,528,16,35.2,64t,2,20,59,150
2016,WR,Tajae Sharpe,Ten,16,41,522,12.73,32.6,34t,2,27,83,90
2016,WR,John Brown,Ari,15,39,517,13.26,34.5,30t,2,28,73,100
2016,WR,Duke Johnson,Cle,16,53,514,9.7,32.1,32,0,24,74,426
2016,WR,Jermaine Kearse,Sea,16,41,510,12.44,31.9,36,1,24,89,138
2016,WR,Tavon Austin,LA,15,58,509,8.78,33.9,43t,3,25,106,272
2016,WR,Breshad Perriman,Bal,16,33,499,15.12,31.2,53t,3,19,66,172
2016,WR,Lance Kendricks,LA,16,50,499,9.98,31.2,44,2,22,87,276
2016,WR,Michael Floyd,NE,15,37,488,13.19,32.5,39,5,31,76,69
2016,WR,Zach Miller,Chi,10,47,486,10.34,48.6,34,4,28,64,221
2016,WR,Hunter Henry,SD,15,36,478,13.28,31.9,59,8,30,53,194
2016,WR,Allen Hurns,Jax,11,35,477,13.63,43.4,42t,3,23,76,211
2016,WR,Devonta Freeman,Atl,16,54,462,8.56,28.9,35,2,22,65,416
2016,WR,Cordarrelle Patterson,Min,16,52,453,8.71,28.3,39,2,23,70,329
2016,WR,Spencer Ware,KC,14,33,447,13.55,31.9,46t,2,17,42,388
2016,WR,Ryan Griffin,Hou,16,50,442,8.84,27.6,45,2,19,74,168
2016,WR,Sammie Coates,Pit,14,21,435,20.71,31.1,72t,2,16,49,109
2016,WR,Marquise Goodwin,Buf,15,29,431,14.86,28.7,84t,3,20,68,98
2016,WR,Sammy Watkins,Buf,8,28,430,15.36,53.8,62,2,20,52,52
2016,WR,Darren Sproles,Phi,15,52,427,8.21,28.5,73t,2,19,71,407
2016,WR,Tevin Coleman,Atl,13,31,421,13.58,32.4,49,3,16,40,359
2016,WR,Melvin Gordon,SD,13,41,419,10.22,32.2,35,2,21,57,411
2016,WR,Kendall Wright,Ten,11,29,416,14.34,37.8,48t,3,18,43,124
2016,WR,Corey Coleman,Cle,10,33,413,12.52,41.3,58,3,17,73,97
2016,WR,Quinton Patton,SF,14,37,408,11.03,29.1,45,0,22,63,200
2016,WR,Dwayne Allen,Ind,14,35,406,11.6,29,23t,6,25,52,118
2016,WR,Malcolm Mitchell,NE,14,32,401,12.53,28.6,56t,4,23,48,167
2016,WR,Seth Roberts,Oak,16,38,397,10.45,24.8,41t,5,22,77,195
2016,WR,Will Tye,NYG,16,48,395,8.23,24.7,27,1,16,70,186
2016,WR,Tyler Eifert,Cin,8,29,394,13.59,49.2,71,5,23,47,132
2016,WR,Dorial Green-Beckham,Phi,15,36,392,10.89,26.1,26,2,25,74,145
2016,WR,Vance McDonald,SF,11,24,391,16.29,35.5,75t,4,13,45,207
2016,WR,Jermaine Gresham,Ari,16,37,391,10.57,24.4,34,2,19,61,138
2016,WR,Bilal Powell,NYJ,16,58,388,6.69,24.2,22,2,21,74,420
2016,WR,Jared Cook,GB,10,30,377,12.57,37.7,47,1,19,51,147
2016,WR,DeMarco Murray,Ten,16,53,377,7.11,23.6,35,3,20,67,320
2016,WR,Devin Funchess,Car,15,23,371,16.13,24.7,48,4,20,58,103
2016,WR,Theo Riddick,Det,10,53,371,7,37.1,23,5,20,67,385
2016,WR,Eddie Royal,Chi,9,33,369,11.18,41,64,2,16,43,187
2016,WR,Nelson Agholor,Phi,15,36,365,10.14,24.3,40t,2,15,69,98
2016,WR,Ezekiel Elliott,Dal,15,32,363,11.34,24.2,83t,1,11,40,380
2016,WR,Clive Walford,Oak,15,33,359,10.88,23.9,31t,3,19,52,116
2016,WR,LeSean McCoy,Buf,15,50,356,7.12,23.7,41,1,17,57,388
2016,WR,Garrett Celek,SF,16,29,350,12.07,21.9,31,3,20,50,115
2016,WR,Chris Thompson,Was,16,49,349,7.12,21.8,38,2,18,62,252
2016,WR,Ty Montgomery,GB,15,44,348,7.91,23.2,24,0,19,56,323
2016,WR,Russell Shepard,TB,14,23,341,14.83,24.4,24,2,19,40,76
2016,WR,Jesse James,Pit,16,39,338,8.67,21.1,24,3,20,60,129
2016,WR,Giovani Bernard,Cin,10,39,336,8.62,33.6,32,1,16,51,250
2016,WR,Kamar Aiken,Bal,16,29,328,11.31,20.5,29,1,18,50,106
2016,WR,Trey Burton,Phi,15,37,327,8.84,21.8,32,1,20,60,137
2016,WR,Todd Gurley,LA,16,43,327,7.6,20.4,33,0,15,58,348
2016,WR,Andrew Hawkins,Cle,16,33,324,9.82,20.2,33,3,20,54,128
2016,WR,Aldrick Robinson,Atl,16,20,323,16.15,20.2,59,2,14,32,76
2016,WR,Isaiah Crowell,Cle,16,40,319,7.97,19.9,44,0,14,53,325
2016,WR,Mark Ingram,NO,16,46,319,6.93,19.9,22,4,18,58,324
2016,WR,T.J. Yeldon,Jax,15,50,312,6.24,20.8,17,1,16,68,346
2016,WR,Donte Moncrief,Ind,9,30,307,10.23,34.1,39,7,22,56,78
2016,WR,Ladarius Green,Pit,6,18,304,16.89,50.7,37,1,12,34,97
2016,WR,Jordan Howard,Chi,15,29,298,10.28,19.9,34,1,12,50,284
2016,WR,Erik Swoope,Ind,16,15,297,19.8,18.6,45,1,12,22,134
2016,WR,Paul Richardson,Sea,15,21,288,13.71,19.2,39,1,17,36,95
2016,WR,Josh Bellamy,Chi,16,19,282,14.84,17.6,31,1,13,38,49
2016,WR,Brandon Coleman,NO,16,26,281,10.81,17.6,38,3,16,38,74
2016,WR,Julius Thomas,Jax,9,30,281,9.37,31.2,24,4,15,51,95
2016,WR,Travaris Cadet,NO,15,40,281,7.03,18.7,25,4,18,54,196
2016,WR,Albert Wilson,KC,16,31,279,9,17.4,42,2,11,51,168
2016,WR,Frank Gore,Ind,16,38,277,7.29,17.3,49,4,14,47,286
2016,WR,Philly Brown,Car,16,27,276,10.22,17.2,27,1,16,53,112
2016,WR,Chester Rogers,Ind,14,19,273,14.37,19.5,36,0,13,34,51
2016,WR,Austin Hooper,Atl,14,19,271,14.26,19.4,44,3,16,27,66
2016,WR,Richard Rodgers,GB,16,30,271,9.03,16.9,22,2,14,47,105
2016,WR,Torrey Smith,SF,12,20,267,13.35,22.2,53t,3,14,49,61
2016,WR,Kyle Juszczyk,Bal,16,37,266,7.19,16.6,40,0,12,49,216
2016,WR,Devontae Booker,Den,16,31,265,8.55,16.6,43t,1,8,45,253
2016,WR,Levine Toilolo,Atl,16,13,264,20.31,16.5,46t,2,11,19,147
2016,WR,Latavius Murray,Oak,14,33,264,8,18.9,39,0,11,43,275
2016,WR,Shaun Draughn,SF,16,29,263,9.07,16.4,29,2,10,39,186
2016,WR,Matt Forte,NYJ,14,30,263,8.77,18.8,40,1,10,43,275
2016,WR,Matt Asiata,Min,16,32,263,8.22,16.4,31,0,9,38,246
2016,WR,Dion Sims,Mia,14,26,256,9.85,18.3,28,4,14,35,130
2016,WR,Jerick McKinnon,Min,15,43,255,5.93,17,41,2,16,53,271
2016,WR,Deonte Thompson,Chi,16,22,249,11.32,15.6,24,2,18,36,43
2016,WR,Damien Williams,Mia,15,23,249,10.83,16.6,58,3,10,32,200
2016,WR,Danny Amendola,NE,12,23,243,10.57,20.2,32,4,14,29,73
2016,WR,Virgil Green,Den,12,22,237,10.77,19.8,31,1,13,37,101
2016,WR,Terrance West,Bal,16,34,236,6.94,14.8,17,1,11,45,234
2016,WR,Cobi Hamilton,Pit,11,17,234,13.76,21.3,39,2,13,28,22
2016,WR,C.J. Uzomah,Cin,10,25,234,9.36,23.4,54,1,14,38,95
2016,WR,Charles Johnson,Min,16,20,232,11.6,14.5,40,0,11,37,70
2016,WR,Jordan Norwood,Den,14,21,232,11.05,16.6,36t,1,9,35,69
2016,WR,Bryan Walters,Jax,10,24,231,9.62,23.1,23,2,15,34,98
2016,WR,Jamize Olawale,Oak,16,12,227,18.92,14.2,75t,1,5,14,168
2016,WR,Fozzy Whittaker,Car,16,25,226,9.04,14.1,25,0,10,33,238
2016,WR,Brice Butler,Dal,16,16,219,13.69,13.7,41,3,11,32,19
2016,WR,Harry Douglas,Ten,11,15,210,14,19.1,35,0,9,22,50
2016,WR,Jacob Tamme,Atl,8,22,210,9.55,26.2,19,3,13,31,96
2016,WR,Jordan Taylor,Den,16,16,209,13.06,13.1,35,2,10,25,82
2016,WR,C.J. Prosise,Sea,6,17,208,12.24,34.7,43,0,8,19,111
2016,WR,Ricardo Louis,Cle,16,18,205,11.39,12.8,42,0,7,35,82
2016,WR,Justin Hardy,Atl,16,21,203,9.67,12.7,27,4,17,31,48
2016,WR,Geronimo Allison,GB,10,12,202,16.83,20.2,39,2,11,22,50
2016,WR,Rashad Jennings,NYG,13,35,201,5.74,15.5,24,1,8,42,269
2016,WR,Cody Core,Cin,8,17,200,11.76,25,50,0,7,27,118
2016,WR,Tim Hightower,NO,16,22,200,9.09,12.5,50t,1,11,26,210
2016,WR,Zach Zenner,Det,14,18,196,10.89,14,33,0,9,23,205
2016,WR,Eric Decker,NYJ,3,9,194,21.56,64.7,35,2,9,21,30
2016,WR,Jalen Richard,Oak,16,29,194,6.69,12.1,29,2,8,39,135
2016,WR,Mychal Rivera,Oak,13,18,192,10.67,14.8,27,1,11,25,62
2016,WR,Rod Streater,SF,16,18,191,10.61,11.9,25,2,13,27,67
2016,WR,Charles Sims,TB,7,24,190,7.92,27.1,33,1,9,32,175
2016,WR,Justin Hunter,Buf,12,10,189,18.9,15.8,64,4,10,24,30
2016,WR,Andre Roberts,Det,16,14,188,13.43,11.8,44,1,9,25,63
2016,WR,Charcandrick West,KC,15,28,188,6.71,12.5,28,2,10,34,186
2016,WR,Lamar Miller,Hou,14,31,188,6.06,13.4,16,1,9,39,174
2016,WR,Jaron Brown,Ari,7,11,187,17,26.7,51t,1,6,22,59
2016,WR,Kevin White,Chi,4,19,187,9.84,46.8,32,0,8,36,54
2016,WR,Charone Peake,NYJ,15,19,186,9.79,12.4,27,0,7,35,71
2016,WR,Chris Ivory,Jax,11,20,186,9.3,16.9,37,0,9,28,189
2016,WR,Robert Turbin,Ind,15,26,179,6.88,11.9,19,1,9,35,218
2016,WR,MarQueis Gray,Mia,16,14,174,12.43,10.9,53,0,7,17,69
2016,WR,Jeremy Hill,Cin,15,21,174,8.29,11.6,25,0,6,27,164
2016,WR,Vincent Jackson,TB,5,15,173,11.53,34.6,18,0,8,32,16
2016,WR,Marcedes Lewis,Jax,10,20,169,8.45,16.9,37,1,9,30,106
2016,WR,Carlos Hyde,SF,13,27,163,6.04,12.5,19t,3,7,33,145
2016,WR,Jalin Marshall,NYJ,10,14,162,11.57,16.2,27,2,9,23,46
2016,WR,Paul Perkins,NYG,14,15,162,10.8,11.6,67,0,6,24,170
2016,WR,Kenneth Dixon,Bal,12,30,162,5.4,13.5,16,1,7,41,186
2016,WR,Ben Koyack,Jax,14,19,161,8.47,11.5,17,1,10,24,45
2016,WR,Marquess Wilson,Chi,3,9,160,17.78,53.3,35,1,8,16,50
2016,WR,A.J. Derby,Den,6,16,160,10,26.7,17,0,7,20,50
2016,WR,Brent Celek,Phi,16,14,155,11.07,9.7,24,0,8,19,87
2016,WR,Austin Seferian-Jenkins,TB,9,13,154,11.85,17.1,30t,1,9,20,28
2016,WR,Darren Fells,Ari,14,14,154,11,11,37t,1,7,18,90
2016,WR,Bobby Rainey,NYG,15,20,153,7.65,10.2,24,0,7,25,180
2016,WR,Cecil Shorts,TB,9,11,152,13.82,16.9,22,0,8,27,45
2016,WR,Jay Ajayi,Mia,15,27,151,5.59,10.1,15,0,8,35,132
2016,WR,Josh Hill,NO,9,15,149,9.93,16.6,35,1,6,22,77
2016,WR,Bennie Fowler,Den,13,11,145,13.18,11.2,76t,2,5,24,64
2016,WR,Rex Burkhead,Cin,16,17,145,8.53,9.1,18,0,8,20,142
2016,WR,Freddie Martino,TB,13,8,142,17.75,10.9,43t,1,5,11,30
2016,WR,Walter Powell,Buf,9,14,142,10.14,15.8,35,0,7,25,45
2016,WR,Jeremy Langford,Chi,12,19,142,7.47,11.8,19,0,7,27,130
2016,WR,Jeff Heuerman,Den,12,9,141,15.67,11.8,31,0,7,17,68
2016,WR,Tanner McEvoy,Sea,14,9,140,15.56,10,42t,2,7,11,30
2016,WR,Derrick Henry,Ten,15,13,137,10.54,9.1,29,0,6,15,124
2016,WR,Josh Ferguson,Ind,16,20,136,6.8,8.5,14,0,5,25,162
2016,WR,Ed Dickson,Car,16,10,134,13.4,8.4,28,1,7,19,69
2016,WR,Doug Martin,TB,8,14,134,9.57,16.8,27,0,4,16,107
2016,WR,James Starks,GB,9,19,134,7.05,14.9,31t,2,4,25,162
2016,WR,Chris Harper,SF,9,13,133,10.23,14.8,19,0,6,21,64
2016,WR,Jaelen Strong,Hou,8,14,131,9.36,16.4,36,0,4,24,32
2016,WR,Luke Willson,Sea,11,15,129,8.6,11.7,19,2,7,21,75
2016,WR,C.J. Anderson,Den,7,16,128,8,18.3,25t,1,6,24,104
2016,WR,Seth Devalve,Cle,12,10,127,12.7,10.6,25t,2,7,12,44
2016,WR,Paul Turner,Phi,4,9,126,14,31.5,41,0,6,14,52
2016,WR,Andre Holmes,Oak,16,14,126,9,7.9,23,3,9,25,26
2016,WR,Daniel Brown,Chi,6,16,124,7.75,20.7,12,1,8,20,45
2016,WR,Demetrius Harris,KC,16,17,123,7.24,7.7,13,1,9,31,41
2016,WR,Jerell Adams,NYG,13,16,122,7.62,9.4,14,1,8,21,70
2016,WR,Lance Dunbar,Dal,13,16,122,7.62,9.4,16,0,5,24,83
2016,WR,Xavier Grimble,Pit,13,11,118,10.73,9.1,20t,2,8,21,38
2016,WR,DeAngelo Williams,Pit,9,18,118,6.56,13.1,20,2,6,27,132
2016,WR,Brandon Tate,Buf,15,8,117,14.62,7.8,34,0,6,11,52
2016,WR,Arrelious Benn,Jax,15,5,116,23.2,7.7,51t,1,3,10,53
2016,WR,DuJuan Harris,SF,10,8,115,14.38,11.5,47t,1,4,9,121
2016,WR,Ryan Mathews,Phi,13,13,115,8.85,8.8,27,1,7,14,107
2016,WR,DeAndre Washington,Oak,14,17,115,6.76,8.2,18,0,4,23,115
2016,WR,Darrius Heyward-Bey,Pit,10,6,114,19,11.4,46,2,4,19,18
2016,WR,Nick O'Leary,Buf,16,9,114,12.67,7.1,28,0,5,14,43
2016,WR,Josh Huff,TB,10,16,113,7.06,11.3,17,1,6,23,114
2016,WR,Neal Sterling,Jax,10,12,110,9.17,11,17,0,6,16,48
2016,WR,Christine Michael,Sea,15,22,107,4.86,7.1,13,1,4,29,122
2016,WR,James Wright,Cin,13,13,106,8.15,8.2,15,0,7,19,35
2016,WR,Pharoh Cooper,LA,10,14,106,7.57,10.6,23,0,4,20,72
2016,WR,Braxton Miller,Hou,10,15,99,6.6,9.9,12t,1,6,28,52
2016,WR,Jacquizz Rodgers,TB,10,13,98,7.54,9.8,21,0,3,16,90
2016,WR,Roger Lewis,NYG,13,7,97,13.86,7.5,30t,2,4,19,4
2016,WR,Thomas Rawls,Sea,9,13,96,7.38,10.7,20,0,4,17,82
2016,WR,Shane Vereen,NYG,5,11,94,8.55,18.8,16,0,4,19,88
2016,WR,Jonathan Grimes,Hou,10,13,94,7.23,9.4,15,0,4,18,83
2016,WR,Dion Lewis,NE,7,17,94,5.53,13.4,16,0,4,24,83
2016,WR,TJ Jones,Det,3,5,93,18.6,31,36,0,2,14,30
2016,WR,Ronnie Hillman,SD,8,7,93,13.29,11.6,32,0,3,15,94
2016,WR,Stephen Anderson,Hou,13,11,93,8.45,7.2,14,1,6,16,39
2016,WR,Jeff Janis,GB,16,11,93,8.45,5.8,25,1,4,19,30
2016,WR,Tyler Kroft,Cin,14,10,92,9.2,6.6,21,0,3,12,31
2016,WR,Larry Donnell,NYG,14,15,92,6.13,6.6,15t,1,3,22,41
2016,WR,Benny Cunningham,LA,11,16,91,5.69,8.3,12,0,5,21,80
2016,WR,Reggie Bush,Buf,13,7,90,12.86,6.9,25,0,6,10,40
2016,WR,Greg Salas,Buf,2,4,89,22.25,44.5,71t,1,3,6,33
2016,WR,Aaron Burbridge,SF,16,7,88,12.57,5.5,24,0,5,16,43
2016,WR,Blake Bell,SF,13,4,85,21.25,6.5,45,0,2,9,31
2016,WR,Andre Johnson,Ten,8,9,85,9.44,10.6,20,2,4,23,15
2016,WR,Darren Waller,Bal,12,10,85,8.5,7.1,15,2,7,17,39
2016,WR,Tyler Higbee,LA,16,11,85,7.73,5.3,31,1,3,29,26
2016,WR,Andre Ellington,Ari,16,12,85,7.08,5.3,16,0,4,19,72
2016,WR,Justin Forsett,Det,9,20,85,4.25,9.4,11,0,4,27,100
2016,WR,Alex Collins,Sea,11,11,84,7.64,7.6,14,0,6,11,81
2016,WR,Derek Watt,SD,16,4,83,20.75,5.2,53,0,2,4,62
2016,WR,Anthony Fasano,Ten,16,8,83,10.38,5.2,17,2,6,14,38
2016,WR,Brittan Golden,Ari,12,8,82,10.25,6.8,22,1,4,14,12
2016,WR,Rob Kelley,Was,15,12,82,6.83,5.5,22,1,6,18,78
2016,WR,Bryce Treggs,Phi,9,3,80,26.67,8.9,58,0,3,12,16
2016,WR,David Johnson,Pit,16,7,80,11.43,5,26,0,5,11,54
2016,WR,Arian Foster,Mia,4,6,78,13,19.5,50,0,2,10,68
2016,WR,Rashard Higgins,Cle,16,6,77,12.83,4.8,19,0,5,12,31
2016,WR,Antone Smith,TB,3,6,77,12.83,25.7,30,0,2,9,74
2016,WR,Tommylee Lewis,NO,12,7,76,10.86,6.3,26,0,4,11,20
2016,WR,Cody Latimer,Den,12,8,76,9.5,6.3,16,0,6,15,24
2016,WR,Ryan Grant,Was,16,9,76,8.44,4.8,17,0,6,19,25
2016,WR,Kapri Bibbs,Den,12,2,75,37.5,6.2,69t,1,1,4,80
2016,WR,Wendall Williams,Hou,3,4,75,18.75,25,32,0,3,7,9
2016,WR,Marcel Reece,Sea,4,5,73,14.6,18.2,31,0,2,5,32
2016,WR,Matt Jones,Was,7,8,73,9.12,10.4,16,0,4,8,57
2016,WR,John Phillips,NO,16,10,72,7.2,4.5,16,1,4,15,24
2016,WR,Mike Tolbert,Car,16,10,72,7.2,4.5,17,1,4,15,83
2016,WR,Alex Erickson,Cin,16,6,71,11.83,4.4,20,0,3,8,31
2016,WR,Crockett Gillmore,Bal,7,8,71,8.88,10.1,22,1,5,14,33
2016,WR,Kenneth Farrow,SD,13,13,70,5.38,5.4,16,0,2,16,81
2016,WR,John Kuhn,NO,16,16,70,4.38,4.4,11,1,5,20,50
2016,WR,Geoff Swaim,Dal,9,6,69,11.5,7.7,28,0,3,8,50
2016,WR,Keith Mumphery,Hou,11,10,69,6.9,6.3,11,0,2,12,20
2016,WR,Jarius Wright,Min,8,11,67,6.09,8.4,11,1,5,14,42
2016,WR,Josh Doctson,Was,2,2,66,33,33,57,0,1,6,15
2016,WR,Maurice Harris,Was,10,8,66,8.25,6.6,15,0,4,12,10
2016,WR,Keenan Allen,SD,1,6,63,10.5,63,15,0,5,7,18
2016,WR,Brandon Bostick,NYJ,16,8,63,7.88,3.9,14,0,2,11,39
2016,WR,Phillip Supernaw,Ten,15,4,62,15.5,4.1,30,0,3,5,47
2016,WR,Dwayne Washington,Det,12,10,62,6.2,5.2,11,0,5,15,71
2016,WR,Dominique Jones,Mia,9,7,61,8.71,6.8,24,1,3,10,44
2016,WR,Jordan Cameron,Mia,3,8,60,7.5,20,13,1,3,11,28
2016,WR,Jonathan Stewart,Car,13,8,60,7.5,4.6,25,0,1,21,74
2016,WR,Jace Amaro,Ten,3,3,59,19.67,19.7,26,0,2,4,12
2016,WR,Nick Williams,Atl,2,5,59,11.8,29.5,19,0,5,7,41
2016,WR,Brandon Myers,TB,16,7,59,8.43,3.7,12,1,4,14,14
