Year,POS,Player,Team,Sack
2012,DEF,Anthony Davis,SF,0
2012,DEF,Kellen Davis,Chi,0
2012,DEF,Vernon Davis,SF,0
2012,DEF,Drew Davis,Atl,0
2012,DEF,Demario Davis,NYJ,0
2012,DEF,Phil Dawson,Cle,0
2012,DEF,Keyunta Dawson,Ten,0
2012,DEF,Brian De La Puente,NO,0
2012,DEF,Brandon Deaderick,NE,1
2012,DEF,Larry Dean,Min,0
2012,DEF,David DeCastro,Pit,0
2012,DEF,Eric Decker,Den,0
2012,DEF,Quintin Demps,Hou,0
2012,DEF,John Denney,Mia,0
2012,DEF,Akeem Dent,Atl,0
2012,DEF,Zak DeOssie,NYG,0
2012,DEF,Mike DeVito,NYJ,1
2012,DEF,Ed Dickson,Bal,0
2012,DEF,Zac Diles,Ten,0
2012,DEF,Patrick DiMarco,KC,0
2012,DEF,Antonio Dixon,Phi,0
2012,DEF,Anthony Dixon,SF,0
2012,DEF,Marcus Dixon,NYJ,0
2012,DEF,Demarcus Dobbs,SF,0
2012,DEF,James Dockery,Car,0
2012,DEF,Darnell Dockett,Ari,1.5
2012,DEF,Jon Dorenbos,Phi,0
2012,DEF,Glenn Dorsey,KC,0
2012,DEF,Demar Dotson,TB,0
2012,DEF,Early Doucet,Ari,0
2012,DEF,Harry Douglas,Atl,0
2012,DEF,Ras-I Dowling,NE,0
2012,DEF,Marcus Dowtin,NYJ,0
2012,DEF,Shaun Draughn,KC,0
2012,DEF,Jim Dray,Ari,0
2012,DEF,Joel Dreessen,Den,0
2012,DEF,Donald Driver,GB,0
2012,DEF,Vlad Ducasse,NYJ,0
2012,DEF,Elvis Dumervil,Den,11
2012,DEF,Lance Dunbar,Dal,0
2012,DEF,King Dunlap,Phi,0
2012,DEF,Justin Durant,Det,0.5
2012,DEF,Kris Durham,Det,0
2012,DEF,Jonathan Dwyer,Pit,0
2012,DEF,Nate Eachus,KC,0
2012,DEF,Marcus Easley,Buf,0
2012,DEF,Nicholas Eason,Ari,1
2012,DEF,Nate Ebner,NE,0
2012,DEF,Andrew Economos,TB,0
2012,DEF,Julian Edelman,NE,0
2012,DEF,Braylon Edwards,NYJ,0
2012,DEF,Dwan Edwards,Car,6
2012,DEF,Ray Edwards,Atl,0
2012,DEF,Ron Edwards,Car,1
2012,DEF,Pannel Egboh,Ten,0
2012,DEF,Dannell Ellerbe,Bal,4.5
2012,DEF,Kevin Elliott,Jax,0
2012,DEF,Kenrick Ellis,NYJ,0
2012,DEF,Sedrick Ellis,NO,0
2012,DEF,Rhett Ellison,Min,0
2012,DEF,Larry English,SD,1.5
2012,DEF,Fred Evans,Min,2
2012,DEF,Jahri Evans,NO,0
2012,DEF,Jeff Faine,Cin,0
2012,DEF,Nick Fairley,Det,5.5
2012,DEF,Heath Farwell,Sea,0
2012,DEF,Anthony Fasano,Mia,0
2012,DEF,Jay Feely,Ari,0
2012,DEF,Daniel Fells,NE,0
2012,DEF,D'Brickashaw Ferguson,NYJ,0
2012,DEF,Brandon Fields,Mia,0
2012,DEF,Jermichael Finley,GB,0
2012,DEF,Larry Fitzgerald,Ari,0
2012,DEF,Ryan Fitzpatrick,Buf,0
2012,DEF,Coby Fleener,Ind,0
2012,DEF,Jamell Fleming,Ari,0
2012,DEF,Donnie Fletcher,NYJ,0
2012,DEF,Michael Floyd,Ari,0
2012,DEF,Malcom Floyd,SD,0
2012,DEF,Andre Fluellen,Det,0
2012,DEF,Moise Fokou,Ind,1
2012,DEF,Nick Foles,Phi,0
2012,DEF,Larry Foote,Pit,4
2012,DEF,Justin Forsett,Hou,0
2012,DEF,Matt Forte,Chi,0
2012,DEF,Arian Foster,Hou,0
2012,DEF,Ramon Foster,Pit,0
2012,DEF,Eric Frampton,Dal,0
2012,DEF,Coye Francies,Oak,0
2012,DEF,Justin Francis,NE,3
2012,DEF,Robert Francois,GB,0
2012,DEF,Aubrayo Franklin,SD,0
2012,DEF,Jerry Franklin,Chi,0
2012,DEF,Orlando Franklin,Den,0
2012,DEF,Dominique Franks,Atl,0
2012,DEF,Terrence Frederick,NYG,0
2012,DEF,Dwight Freeney,Ind,5
2012,DEF,Jonathan Freeny,Mia,0
2012,DEF,Sione Fua,Car,0
2012,DEF,Scott Fujita,Cle,1
2012,DEF,Andrew Gachkar,SD,1
2012,DEF,Thomas Gafford,KC,0
2012,DEF,Omar Gaither,Oak,0
2012,DEF,Anthony Gaitor,TB,0
2012,DEF,Junior Galette,NO,5
2012,DEF,Tommy Gallarda,Atl,0
2012,DEF,Chris Gamble,Car,0
2012,DEF,Antonio Garay,SD,1
2012,DEF,Pierre Garcon,Was,0
2012,DEF,Roberto Garza,Chi,0
2012,DEF,Antonio Gates,SD,0
2012,DEF,Edmond Gates,NYJ,0
2012,DEF,Clifton Geathers,Ind,1
2012,DEF,Robert Geathers,Cin,3
2012,DEF,Toby Gerhart,Min,0
2012,DEF,Breno Giacomini,Sea,0
2012,DEF,Gary Gibson,TB,0
2012,DEF,Wallace Gilberry,Cin,6.5
2012,DEF,Marcus Gilbert,Pit,0
2012,DEF,Marcus Gilchrist,SD,1
2012,DEF,David Gilreath,Pit,0
2012,DEF,Mardy Gilyard,Phi,0
2012,DEF,Ted Ginn Jr.,SF,0
2012,DEF,Chris Givens,Stl,0
2012,DEF,Travis Goethel,Oak,0
2012,DEF,Robert Golden,Pit,0
2012,DEF,Kedric Golston,Was,0
2012,DEF,Tony Gonzalez,Atl,0
2012,DEF,Brett Goode,GB,0
2012,DEF,Tavares Gooden,SF,0
2012,DEF,Richard Goodman,SD,0
2012,DEF,Mike Goodson,Oak,0
2012,DEF,Josh Gordon,Cle,0
2012,DEF,Richard Gordon,Oak,0
2012,DEF,Josh Gordy,Ind,1
2012,DEF,Stephen Gostkowski,NE,0
2012,DEF,Brandon Graham,Phi,5.5
2012,DEF,Garrett Graham,Hou,0
2012,DEF,Shayne Graham,Hou,0
2012,DEF,T.J. Graham,Buf,0
2012,DEF,Larry Grant,SF,0
2012,DEF,Cyrus Gray,KC,0
2012,DEF,John Greco,Cle,0
2012,DEF,Tyronne Green,SD,0
2012,DEF,A.J. Green,Cin,0
2012,DEF,Marshay Green,Ind,0
2012,DEF,Virgil Green,Den,0
2012,DEF,BenJarvus Green-Ellis,Cin,0
2012,DEF,Cory Greenwood,KC,0
2012,DEF,Clint Gresham,Sea,0
2012,DEF,Jermaine Gresham,Cin,0
2012,DEF,Cedric Griffin,Was,0
2012,DEF,Robert Griffin III,Was,0
2012,DEF,Jonathan Grimes,NYJ,0
2012,DEF,Brent Grimes,Atl,0
2012,DEF,Cody Grimm,TB,0
2012,DEF,Rob Gronkowski,NE,0
2012,DEF,Chris Gronkowski,Den,0
2012,DEF,Jordan Gross,Car,0
2012,DEF,Quentin Groves,Ari,4
2012,DEF,Ben Grubbs,NO,0
2012,DEF,Letroy Guion,Min,2
2012,DEF,Lawrence Guy,Ind,1
2012,DEF,Gary Guyton,SD,0
2012,DEF,Rex Hadnot,SD,0
2012,DEF,Eric Hagg,Cle,0
2012,DEF,Mario Haggan,Stl,1
2012,DEF,Clark Haggans,SF,0
2012,DEF,Chris Hairston,Buf,0
2012,DEF,Tamba Hali,KC,9
2012,DEF,Bryan Hall,Bal,0
2012,DEF,Adrian Hamilton,Bal,0
2012,DEF,Casey Hampton,Pit,0
2012,DEF,James Hanna,Dal,0
2012,DEF,Jason Hanson,Det,0
2012,DEF,Clay Harbor,Phi,0
2012,DEF,Nick Hardwick,SD,0
2012,DEF,Greg Hardy,Car,11
2012,DEF,Cory Harkey,Stl,0
2012,DEF,Jamie Harper,Ten,0
2012,DEF,Brandon Harris,Hou,0
2012,DEF,Josh Harris,Atl,0
2012,DEF,Chris Harris,Jax,0
2012,DEF,David Harris,NYJ,3
2012,DEF,Clark Harris,Cin,0
2012,DEF,DaJohn Harris,Ten,0
2012,DEF,Dwayne Harris,Dal,0
2012,DEF,Nick Harris,Det,0
2012,DEF,James Harrison,Pit,6
2012,DEF,Brian Hartline,Mia,0
2012,DEF,Tysyn Hartman,KC,0
2012,DEF,Mario Harvey,Ind,0
2012,DEF,Percy Harvin,Min,0
2012,DEF,Kevin Haslam,SD,0
2012,DEF,Matt Hasselbeck,Ten,0
2012,DEF,Jason Hatcher,Dal,4
2012,DEF,Stephen Hauschka,Sea,0
2012,DEF,Stanley Havili,Phi,0
2012,DEF,A.J. Hawk,GB,3
2012,DEF,Andrew Hawkins,Cin,0
2012,DEF,David Hawthorne,NO,0
2012,DEF,Geno Hayes,Chi,0
2012,DEF,William Hayes,Stl,7
2012,DEF,Adam Hayward,TB,0
2012,DEF,Kellen Heard,Stl,0
2012,DEF,Will Heller,Det,0
2012,DEF,Roy Helu,Was,0
2012,DEF,Erin Henderson,Min,3
2012,DEF,Devery Henderson,NO,0
2012,DEF,Alex Henery,Phi,0
2012,DEF,Aaron Hernandez,NE,0
2012,DEF,Todd Herremans,Phi,0
2012,DEF,Will Herring,NO,0
2012,DEF,Dan Herron,Cin,0
2012,DEF,Mark Herzlich,NYG,0
2012,DEF,Devin Hester,Chi,0
2012,DEF,Cameron Heyward,Pit,1.5
2012,DEF,Darrius Heyward-Bey,Oak,0
2012,DEF,Justin Hickman,Ind,0
2012,DEF,Akiem Hicks,NO,0
2012,DEF,Dont'a Hightower,NE,4
2012,DEF,Stephen Hill,NYJ,0
2012,DEF,Will Hill,NYG,0
2012,DEF,Leroy Hill,Sea,1.5
2012,DEF,Sammie Lee Hill,Det,0
2012,DEF,Lex Hilliard,NYJ,0
2012,DEF,T.Y. Hilton,Ind,0
2012,DEF,Reggie Hodges,Cle,0
2012,DEF,Doug Hogue,Det,0
2012,DEF,Vonnie Holliday,Ari,0
2012,DEF,Andre Holmes,Dal,0
2012,DEF,Evander Hood,Pit,3
2012,DEF,Michael Hoomanawanui,NE,0
2012,DEF,Chris Hope,Atl,0
2012,DEF,Davon House,GB,1
2012,DEF,Rob Housler,Ari,0
2012,DEF,Lamarr Houston,Oak,4
2012,DEF,Austin Howard,NYJ,0
2012,DEF,Thomas Howard,Cin,1
2012,DEF,Delano Howell,Ind,0
2012,DEF,Rodney Hudson,KC,0
2012,DEF,John Hughes,Cle,3
2012,DEF,Jerry Hughes,Ind,4
2012,DEF,Brandon Hughes,Phi,0
2012,DEF,Josh Hull,Stl,0
2012,DEF,Ramon Humber,NO,0
2012,DEF,Phillip Hunt,Phi,1
2012,DEF,Henry Hynoski,NYG,0
2012,DEF,Israel Idonije,Chi,7.5
2012,DEF,Emil Igwenagu,Phi,0
2012,DEF,James Ihedigbo,Bal,1
2012,DEF,Duke Ihenacho,Den,0
2012,DEF,Carl Ihenacho,Oak,0
2012,DEF,George Iloka,Cin,0
2012,DEF,Richie Incognito,Mia,0
2012,DEF,Melvin Ingram,SD,1
2012,DEF,Corvey Irvin,TB,0
2012,DEF,Bruce Irvin,Sea,8
2012,DEF,Nate Irving,Den,0
2012,DEF,Mike Iupati,SF,0
2012,DEF,Chris Ivory,NO,0
2012,DEF,Malik Jackson,Den,0
2012,DEF,Asa Jackson,Bal,0
2012,DEF,Tyson Jackson,KC,3
2012,DEF,DeSean Jackson,Phi,0
2012,DEF,Fred Jackson,Buf,0
2012,DEF,Vincent Jackson,TB,0
2012,DEF,Jerrell Jackson,Jax,0
2012,DEF,Lawrence Jackson,Det,2.5
2012,DEF,Robert James,Atl,0
2012,DEF,Bradie James,Hou,0.5
2012,DEF,Tim Jamison,Hou,1
2012,DEF,Ricky Jean-Francois,SF,2
2012,DEF,A.J. Jefferson,Min,0
2012,DEF,Cullen Jenkins,Phi,4
2012,DEF,Jarvis Jenkins,Was,0
2012,DEF,Mike Jenkins,Dal,0
2012,DEF,Greg Jennings,GB,0
2012,DEF,Rashad Jennings,Jax,0
2012,DEF,Brian Jennings,SF,0
2012,DEF,Jerrel Jernigan,NYG,0
2012,DEF,John Jerry,Mia,0
2012,DEF,Peria Jerry,Atl,0
2012,DEF,Mike Johnson,Atl,0
2012,DEF,Derrick Johnson,KC,2
2012,DEF,Antonio Johnson,Ind,0
2012,DEF,Tyrell Johnson,Det,0
2012,DEF,Quinn Johnson,Ten,0
2012,DEF,D.J. Johnson,Was,0
2012,DEF,Brandon Johnson,Pit,0
2012,DEF,George Johnson,TB,0
2012,DEF,Calvin Johnson,Det,0
2012,DEF,Jarret Johnson,SD,1.5
2012,DEF,Chris Johnson,Bal,0
2012,DEF,Spencer Johnson,Buf,2
2012,DEF,Jeron Johnson,Sea,2
2012,DEF,Charlie Johnson,Min,0
2012,DEF,Stevie Johnson,Buf,0
2012,DEF,James-Michael Johnson,Cle,0
2012,DEF,Charles Johnson,Car,12.5
2012,DEF,Tom Johnson,NO,2
2012,DEF,Chris Johnson,Ten,0
2012,DEF,Steven Johnson,Den,0
2012,DEF,Damaris Johnson,Phi,0
2012,DEF,Andre Johnson,Hou,0
2012,DEF,Donnie Jones,Hou,0
2012,DEF,Marvin Jones,Cin,0
2012,DEF,Donald Jones,Buf,0
2012,DEF,Julio Jones,Atl,0
2012,DEF,Edgar Jones,KC,0
2012,DEF,Adam Jones,Cin,1
2012,DEF,Felix Jones,Dal,0
2012,DEF,Art Jones,Bal,4.5
2012,DEF,Taiwan Jones,Oak,0
2012,DEF,Greg Jones,Jax,0
2012,DEF,Chandler Jones,NE,6
2012,DEF,Jacoby Jones,Bal,0
2012,DEF,Brad Jones,GB,2
2012,DEF,Colin Jones,Car,0
2012,DEF,Jason Jones,Sea,3
2012,DEF,David Jones,Was,0
2012,DEF,James Jones,GB,0
2012,DEF,Maurice Jones-Drew,Jax,0
2012,DEF,Akeem Jordan,Phi,0
2012,DEF,Cameron Jordan,NO,8
2012,DEF,Linval Joseph,NYG,4
2012,DEF,Matt Kalil,Min,0
2012,DEF,Ryan Kalil,Car,0
2012,DEF,Frank Kearse,Car,1
2012,DEF,Jermaine Kearse,Sea,0
2012,DEF,Bryan Kehl,Was,0
2012,DEF,Brett Keisel,Pit,4.5
2012,DEF,Thomas Keiser,Car,0.5
2012,DEF,Dustin Keller,NYJ,0
2012,DEF,Dennis Kelly,Phi,0
2012,DEF,Tommy Kelly,Oak,1
2012,DEF,Chris Kelsay,Buf,2
2012,DEF,Ma'ake Kemoeatu,Bal,1
2012,DEF,Lance Kendricks,Stl,0
2012,DEF,Mychal Kendricks,Phi,1
2012,DEF,Jeremy Kerley,NYJ,0
2012,DEF,Brett Kern,Ten,0
2012,DEF,Sergio Kindle,Bal,0
2012,DEF,Jeff King,Ari,0
2012,DEF,Justin King,Ind,0
2012,DEF,Dre Kirkpatrick,Cin,0
2012,DEF,Ishmaa'ily Kitchen,Cle,0
2012,DEF,Mathias Kiwanuka,NYG,3
2012,DEF,Karl Klug,Ten,3.5
2012,DEF,Chris Kluwe,Min,0
2012,DEF,Terrance Knighton,Jax,2
2012,DEF,Sam Koch,Bal,0
2012,DEF,Michael Koenen,TB,0
2012,DEF,Niko Koutouvides,NE,0
2012,DEF,John Kuhn,GB,0
2012,DEF,Markus Kuhn,NYG,0
2012,DEF,Chris Kuper,Den,0
2012,DEF,Brandon LaFell,Car,0
2012,DEF,Emmanuel Lamur,Cin,0
2012,DEF,Derek Landri,Phi,0
2012,DEF,Austen Lane,Jax,2
2012,DEF,Jeremy Lane,Sea,0
2012,DEF,Jorvorskie Lane,Mia,0
2012,DEF,Kendall Langford,Stl,2
2012,DEF,Ted Larsen,TB,0
2012,DEF,Jamari Lattimore,GB,0
2012,DEF,Shawn Lauvao,Cle,0
2012,DEF,Manny Lawson,Cin,2
2012,DEF,Mike Leach,Ari,0
2012,DEF,Shane Lechler,Oak,0
2012,DEF,Doug Legursky,Pit,0
2012,DEF,Orie Lemon,Dal,0
2012,DEF,Brian Leonard,Cin,0
2012,DEF,Mikel Leshoure,Det,0
2012,DEF,Anthony Levine,Bal,0
2012,DEF,Lazarius Levingston,TB,0
2012,DEF,Andrew Levitre,Buf,0
2012,DEF,Ray Lewis,Bal,1
2012,DEF,Ronnell Lewis,Det,0
2012,DEF,Travis Lewis,Det,0
2012,DEF,Keenan Lewis,Pit,0
2012,DEF,Kendrick Lewis,KC,0
2012,DEF,Marcedes Lewis,Jax,0
2012,DEF,Myron Lewis,TB,0
2012,DEF,Chris Lewis-Harris,Cin,0
2012,DEF,Rian Lindell,Buf,0
2012,DEF,Ryan Lindley,Ari,0
2012,DEF,Sean Lissemore,Dal,1
2012,DEF,Greg Little,Cle,0
2012,DEF,Corey Liuget,SD,7
2012,DEF,Nate Livings,Dal,0
2012,DEF,Phil Loadholt,Min,0
2012,DEF,Jake Locker,Ten,0
2012,DEF,Sean Locklear,NYG,0
2012,DEF,Cullen Loeffler,Min,0
2012,DEF,Curtis Lofton,NO,1
2012,DEF,Stefan Logan,Det,0
2012,DEF,Jake Long,Mia,0
2012,DEF,Chris Long,Stl,11.5
2012,DEF,Erik Lorig,TB,0
2012,DEF,Lance Louis,Chi,0
2012,DEF,Kyle Love,NE,1.5
2012,DEF,Andrew Luck,Ind,0
2012,DEF,Kregg Lumpkin,NYG,0
2012,DEF,Ricky Lumpkin,Ari,0
2012,DEF,Taitusi Lutui,Ten,0
2012,DEF,Marshawn Lynch,Sea,0
2012,DEF,Alex Mack,Cle,0
2012,DEF,Kaluka Maiava,Cle,2
2012,DEF,Robert Malone,NYJ,0
2012,DEF,Steve Maneri,KC,0
2012,DEF,Nick Mangold,NYJ,0
2012,DEF,Patrick Mannelly,Chi,0
2012,DEF,Terrell Manning,GB,0
2012,DEF,Mario Manningham,SF,0
2012,DEF,Chris Maragos,Sea,0
2012,DEF,Owen Marecic,Cle,0
2012,DEF,Sen'Derrick Marks,Ten,1.5
2012,DEF,Curtis Marsh,Phi,0
2012,DEF,Brandon Marshall,Chi,0
2012,DEF,Brandon Marshall,Jax,0
2012,DEF,Keshawn Martin,Hou,0
2012,DEF,Mike Martin,Ten,3
2012,DEF,Ruvell Martin,Buf,0
2012,DEF,Sherrod Martin,Car,0
2012,DEF,Vaughn Martin,SD,1
2012,DEF,Charly Martin,Sea,0
2012,DEF,Derrick Martin,NE,1
2012,DEF,Doug Martin,TB,0
2012,DEF,Jonathan Martin,Mia,0
2012,DEF,Jonathan Massaquoi,Atl,0
2012,DEF,Tim Masthay,GB,0
2012,DEF,Ricardo Mathews,Ind,0
2012,DEF,Rashean Mathis,Jax,0
2012,DEF,Casey Matthews,Phi,0
2012,DEF,Clay Matthews,GB,13
2012,DEF,Rishard Matthews,Mia,0
2012,DEF,Cliff Matthews,Atl,0
2012,DEF,Rey Maualuga,Cin,1
2012,DEF,Josh Mauga,NYJ,0
2012,DEF,Byron Maxwell,Sea,0
2012,DEF,Aaron Maybin,NYJ,0
2012,DEF,Joe Mays,Den,0.5
2012,DEF,Taylor Mays,Cin,0
2012,DEF,Pat McAfee,Ind,0
2012,DEF,Darcel McBath,SF,0
2012,DEF,Turk McBride,NO,0
2012,DEF,Bryan McCann,Mia,1
2012,DEF,Jameel McClain,Bal,0
2012,DEF,Rolando McClain,Oak,1
2012,DEF,Albert McClellan,Bal,1
2012,DEF,Shea McClellin,Chi,2.5
2012,DEF,Todd McClure,Atl,0
2012,DEF,Dexter McCluster,KC,0
2012,DEF,Anthony McCoy,Sea,0
2012,DEF,Gerald McCoy,TB,5
2012,DEF,LeSean McCoy,Phi,0
2012,DEF,Tony McDaniel,Mia,0.5
2012,DEF,Clinton McDonald,Sea,0
2012,DEF,Ray McDonald,SF,2.5
2012,DEF,Darren McFadden,Oak,0
2012,DEF,Marshall McFadden,Pit,0
2012,DEF,Willis McGahee,Den,0
2012,DEF,Terrence McGee,Buf,0
2012,DEF,Michael McGlynn,Ind,0
2012,DEF,Corey McIntyre,Buf,0
2012,DEF,Garrett McIntyre,NYJ,3.5
2012,DEF,Tyrone McKenzie,Min,0
2012,DEF,Joe McKnight,NYJ,0
2012,DEF,Steve McLendon,Pit,2
2012,DEF,Rodney McLeod,Stl,0
2012,DEF,Sherrick McManis,Chi,0
2012,DEF,Randy McMichael,SD,0
2012,DEF,Mike McNeill,Stl,0
2012,DEF,Marvin McNutt,Phi,0
2012,DEF,Pernell McPhee,Bal,1.5
2012,DEF,Jake McQuaide,Stl,0
2012,DEF,Paul McQuistan,Sea,0
2012,DEF,Robert Meachem,SD,0
2012,DEF,Brandon Mebane,Sea,3
2012,DEF,Brad Meester,Jax,0
2012,DEF,Henry Melton,Chi,6
2012,DEF,Whitney Mercilus,Hou,6
2012,DEF,Phillip Merling,GB,0
2012,DEF,Shawne Merriman,Buf,1
2012,DEF,William Middleton,Jax,0
2012,DEF,Quintin Mikell,Stl,3
2012,DEF,Jeromy Miles,Cin,0
2012,DEF,Brit Miller,Stl,0
2012,DEF,Bruce Miller,SF,0
2012,DEF,Heath Miller,Pit,0
2012,DEF,Roy Miller,TB,0
2012,DEF,Zach Miller,Sea,0
2012,DEF,Jeremy Mincey,Jax,3
2012,DEF,Koa Misi,Mia,3.5
2012,DEF,Charles Mitchell,Atl,0
2012,DEF,Earl Mitchell,Hou,0
2012,DEF,Michael Mitchell,Oak,1
2012,DEF,Marvin Mitchell,Min,0
2012,DEF,Fili Moala,Ind,0
2012,DEF,Arthur Moats,Buf,0
2012,DEF,Tony Moeaki,KC,0
2012,DEF,Antwaun Molden,Jax,0
2012,DEF,Eugene Monroe,Jax,0
2012,DEF,Will Montgomery,Was,0
2012,DEF,Lance Moore,NO,0
2012,DEF,Mewelde Moore,Ind,0
2012,DEF,Sterling Moore,NE,0
2012,DEF,Denarius Moore,Oak,0
2012,DEF,Kyle Moore,Buf,3
2012,DEF,Marlon Moore,Mia,0
2012,DEF,Josh Morgan,Was,0
2012,DEF,Derrick Morgan,Ten,6.5
2012,DEF,Aaron Morgan,Jax,0
2012,DEF,Michael Morgan,Sea,0
2012,DEF,Joseph Morgan,NO,0
2012,DEF,Alfred Morris,Was,0
2012,DEF,Kirk Morrison,Buf,0
2012,DEF,Thomas Morstead,NO,0
2012,DEF,Dezman Moses,GB,4
2012,DEF,C.J. Mosley,Jax,2.5
2012,DEF,Ryan Mouton,Ten,0
2012,DEF,Jonas Mouton,SD,0
2012,DEF,Roddrick Muckelroy,Cin,0
2012,DEF,Daniel Muir,NYJ,0
2012,DEF,Matthew Mulligan,Stl,0
2012,DEF,Ryan Mundy,Pit,0
2012,DEF,Jerome Murphy,Was,0
2012,DEF,DeMarco Murray,Dal,0
2012,DEF,Brandon Myers,Oak,0
2012,DEF,Legedu Naanee,Mia,0
2012,DEF,Jesse Nading,Hou,0
2012,DEF,Zack Nash,Ari,0
2012,DEF,Mike Neal,GB,4.5
2012,DEF,Andre Neblett,Car,0.5
2012,DEF,Kyle Nelson,SD,0
2012,DEF,Jordy Nelson,GB,0
2012,DEF,Drake Nevis,Ind,1
2012,DEF,Marshall Newhouse,GB,0
2012,DEF,Jamar Newsome,KC,0
2012,DEF,Derek Newton,Hou,0
2012,DEF,Haloti Ngata,Bal,5
2012,DEF,Hakeem Nicks,NYG,0
2012,DEF,Rob Ninkovich,NE,8
2012,DEF,Troy Nolan,Hou,0
2012,DEF,Nick Novak,SD,0
2012,DEF,Mike Nugent,Cin,0
2012,DEF,Jake O'Connell,KC,0
2012,DEF,Ben Obomanu,Sea,0
2012,DEF,Jared Odrick,Mia,5
2012,DEF,Chris Ogbonnaya,Cle,0
2012,DEF,Kevin Ogletree,Dal,0
2012,DEF,Richard Ohrnberger,Ari,0
2012,DEF,Amobi Okoye,Chi,1
2012,DEF,Greg Olsen,Car,0
2012,DEF,Kenny Onatolu,Car,0
2012,DEF,Brian Orakpo,Was,1
2012,DEF,Kelechi Osemele,Bal,0
2012,DEF,Kassim Osgood,Det,0
2012,DEF,Matt Overton,Ind,0
2012,DEF,Chris Owens,Atl,0
2012,DEF,Montell Owens,Jax,0
2012,DEF,Cheta Ozougwu,Chi,0
2012,DEF,Calvin Pace,NYJ,3
2012,DEF,Stephen Paea,Chi,2.5
2012,DEF,Ashlee Palmer,Det,0
2012,DEF,Carson Palmer,Oak,0
2012,DEF,Ron Parker,Sea,0
2012,DEF,Juqua Parker,Cle,6
2012,DEF,Jalen Parmele,Jax,0
2012,DEF,Jermey Parnell,Dal,0
2012,DEF,Bear Pascoe,NYG,0
2012,DEF,Johnny Patrick,NO,0
2012,DEF,Dimitri Patterson,Mia,0
2012,DEF,Mike Patterson,Phi,1
2012,DEF,Niles Paul,Was,0
2012,DEF,David Paulson,Pit,0
2012,DEF,Spencer Paysinger,NYG,0
2012,DEF,Isaiah Pead,Stl,0
2012,DEF,Erik Pears,Buf,0
2012,DEF,Cedric Peerman,Cin,0
2012,DEF,Domata Peko,Cin,2
2012,DEF,Jeris Pendleton,Jax,0
2012,DEF,Julius Peppers,Chi,11.5
2012,DEF,Nick Perry,GB,2
2012,DEF,Corey Peters,Atl,0
2012,DEF,Adrian Peterson,Min,0
2012,DEF,Mike Peterson,Atl,0
2012,DEF,Brandon Pettigrew,Det,0
2012,DEF,Austin Pettis,Stl,0
2012,DEF,Jason Phillips,Car,0
2012,DEF,John Phillips,Dal,0
2012,DEF,Kenny Phillips,NYG,0
2012,DEF,Shaun Phillips,SD,9.5
2012,DEF,Ryan Pickett,GB,0
2012,DEF,Kealoha Pilares,Car,0
2012,DEF,Ropati Pitoitua,KC,2
2012,DEF,Dennis Pitta,Bal,0
2012,DEF,Eddie Pleasant,Hou,0
2012,DEF,Adam Podlesh,Chi,0
2012,DEF,Dontari Poe,KC,0
2012,DEF,Quinton Pointer,Stl,0
2012,DEF,Chris Polk,Phi,0
2012,DEF,Tyler Polumbus,Was,0
2012,DEF,Christian Ponder,Min,0
2012,DEF,Brady Poppinga,Dal,0
2012,DEF,DeVier Posey,Hou,0
2012,DEF,Sione Pouha,NYJ,1
2012,DEF,Maurkice Pouncey,Pit,0
2012,DEF,Mike Pouncey,Mia,0
2012,DEF,Jerrell Powe,KC,0
2012,DEF,Bilal Powell,NYJ,0
2012,DEF,William Powell,Ari,0
2012,DEF,Matt Prater,Den,0
2012,DEF,Michael Preston,Ten,0
2012,DEF,Josh Price-Brent,Dal,1.5
2012,DEF,Jordan Pugh,Was,1
2012,DEF,Tanner Purdum,NYJ,0
2012,DEF,Robert Quinn,Stl,10.5
2012,DEF,Chris Rainey,Pit,0
2012,DEF,B.J. Raji,GB,0
2012,DEF,Manuel Ramirez,Den,0
2012,DEF,Kheeston Randall,Mia,0
2012,DEF,Jay Ratliff,Dal,0
2012,DEF,Ryan Rau,Phi,0
2012,DEF,Mistral Raymond,Min,0
2012,DEF,Cory Redding,Ind,2
2012,DEF,Marcel Reece,Oak,0
2012,DEF,David Reed,Bal,0
2012,DEF,Brooks Reed,Hou,2.5
2012,DEF,Jacques Reeves,KC,0
2012,DEF,Jah Reid,Bal,0
2012,DEF,Riley Reiff,Det,0
2012,DEF,Joe Reitz,Ind,0
2012,DEF,Konrad Reuland,NYJ,0
2012,DEF,Vincent Rey,Cin,1
2012,DEF,Kendall Reyes,SD,5.5
2012,DEF,Darius Reynaud,Ten,0
2012,DEF,Dallas Reynolds,Phi,0
2012,DEF,Garrett Reynolds,Atl,0
2012,DEF,Ray Rice,Bal,0
2012,DEF,Sean Richardson,GB,0
2012,DEF,Barry Richardson,Stl,0
2012,DEF,Stevan Ridley,NE,0
2012,DEF,Perry Riley,Was,3.5
2012,DEF,Chad Rinehart,Buf,0
2012,DEF,Mike Rivera,NE,0
2012,DEF,Philip Rivers,SD,0
2012,DEF,Keith Rivers,NYG,0
2012,DEF,Nick Roach,Chi,1.5
2012,DEF,Travian Robertson,Atl,0
2012,DEF,Michael Robinson,Sea,0
2012,DEF,Laurent Robinson,Jax,0
2012,DEF,Aldrick Robinson,Was,0
2012,DEF,Keenan Robinson,Was,0
2012,DEF,Brian Robison,Min,8.5
